evaluation,entry,valid,reason,cost,best_cost,tt,tb,TBase,Base,LToe,StemDB,StemSP,ToeDB,ToeSP,HeelDB,HeelSP
1,initial,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,999999999.0000000000,0.6000000000,0.6000000000,0.7500000000,3.5000000000,1.0000000000,104,110,104,110,104,110
2,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,999999999.0000000000,0.5000000000,0.5000000000,0.7000000000,3.5000000000,0.8000000000,104,111,104,111,104,110
3,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,999999999.0000000000,0.5500000000,0.6000000000,0.6500000000,3.5000000000,1.0000000000,104,110,104,110,104,110
4,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,999999999.0000000000,0.6000000000,0.6000000000,0.5000000000,3.5000000000,1.0000000000,104,110,104,110,104,112
5,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,999999999.0000000000,0.5000000000,0.5000000000,0.5000000000,3.5000000000,0.9000000000,102,112,104,112,104,110
6,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,24200.9459728919,24200.9459728919,0.5000000000,0.5000000000,0.7500000000,3.5000000000,1.0000000000,103,111,104,110,102,110
7,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,24200.9459728919,0.4750000000,0.5500000000,0.7500000000,3.5000000000,1.0000000000,104,112,104,110,104,110
8,neighbor,False,MINIMUM_MAIN_STEEL,999999999.0000000000,24200.9459728919,0.4500000000,0.4500000000,0.7500000000,3.5000000000,0.9000000000,102,113,102,110,100,110
9,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,24200.9459728919,0.5000000000,0.5000000000,0.7500000000,3.0000000000,1.0000000000,103,110,102,110,103,111
10,neighbor,True,PASS_IMPLEMENTED_PROJECT_CHECKS,19136.2956982291,19136.2956982291,0.4000000000,0.4000000000,0.7500000000,3.0000000000,1.0000000000,101,110,104,110,102,110
11,neighbor,False,STEM_STRAIGHT_ANCHORAGE,999999999.0000000000,19136.2956982291,0.3500000000,0.3500000000,0.7000000000,3.5000000000,0.9000000000,103,110,104,112,104,110
12,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,19136.2956982291,0.4000000000,0.4000000000,0.7000000000,2.5000000000,1.0000000000,103,110,104,111,104,110
13,neighbor,False,ENVELOPE_BASE_CONTACT,999999999.0000000000,19136.2956982291,0.4500000000,0.4500000000,0.5000000000,2.5000000000,1.0000000000,102,110,104,111,102,110
